pdf,study,field,status,priority,legacy_value_json,legacy_normalized_json,llm_a_value_json,llm_a_normalized_json,llm_b_value_json,llm_b_normalized_json,agreement_pattern,reviewed_value_json,decision_status,reviewer,decision_reason,evidence_quote,page,notes,suggested_value_json,suggested_source,suggestion_confidence,suggested_decision_status,review_action,suggestion_reason,needs_pdf_check,alignment_issue,alignment_evidence
Eisen 1998 - Prescriptive treatment for generalized anxiety disorder in children.pdf,Eisen 1998,Treatment length,all_different,high,"[5, 10]","[""10"", ""5""]",null,[],"""5 weeks per treatment phase""","[""5""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Esveldt-Dawson 1982.pdf,Esveldt-Dawson 1982,Treatment length,all_different,high,"""NR""","[""not reported""]",null,[],"""extended duration (more than typical 4-5 sessions)""","[""extended duration (more than typical 4-5 sessions)""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Farrell 2018.pdf,Farrell 2018,Treatment length,all_different,high,"""3 hours""","[""3 hours""]",null,[],"""3 hours (intensive session) plus psychoeducation and 3 weeks of maintenance calls""","[""3 hours (intensive session) plus psychoeducation and 3 weeks of maintenance calls""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Farrell 2021- Virtual reality one-session treatment of child-specific phobia of dogs.pdf,Farrell 2021,Treatment length,all_different,high,1,"[""1""]",null,[],"""3 hours""","[""3 hours""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Feather 2009.pdf,Feather 2009,Treatment length,all_different,high,"[33, 15, 25, 18, 41, 34, 68]","[""15"", ""18"", ""25"", ""33"", ""34"", ""41"", ""68""]",null,[],"""15-68 weeks""","[""15-68""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Fernandez 2013.pdf,Fernandez 2013,Treatment length,all_different,high,"[9, 6]","[""6"", ""9""]",null,[],"""4 sessions over 6 to 9 weeks""","[""4 sessions over 6 to 9 weeks""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Frame 1982 - Behavioral treatment of depression in a prepubertal child.pdf,Frame 1982,Treatment length,all_different,high,4,"[""4""]",null,[],"""20 minutes per session, daily on weekdays""","[""20 minutes per session, daily on weekdays""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Gaynor 2008.pdf,Gaynor 2008,Treatment length,all_different,high,"[12, 9, 16]","[""12"", ""16"", ""9""]",null,[],"""12 weeks""","[""12""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Geuke 2019.pdf,Geuke 2019,Treatment length,all_different,high,8,"[""8""]",null,[],"""4 weeks per phase""","[""4""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Girling-Butcher 2009.pdf,Girling-Butcher 2009,Treatment length,all_different,high,"[8, 10]","[""10"", ""8""]",null,[],"""8-10 sessions""","[""8-10 sessions""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Goodall 2017.pdf,Goodall 2017,Treatment length,all_different,high,"""NR""","[""not reported""]",null,[],12,"[""12""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Hagopian 1993.pdf,Hagopian 1993,Treatment length,all_different,high,14,"[""14""]",null,[],"""6 weeks""","[""6""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Hendriks 2017 - Child Psychology Psychiatry - Intensive prolonged exposure treatment for adolescent complex posttraumatic.pdf,Hendriks 2017,Treatment length,all_different,high,5,"[""5""]",null,[],"""5 consecutive weekdays plus up to 3 weekly booster sessions""","[""5 consecutive weekdays plus up to 3 weekly booster sessions""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Jacob 2013.pdf,Jacob 2013,Treatment length,all_different,high,"[25, 21, 24]","[""21"", ""24"", ""25""]",null,[],"""Approximately 18-20 weeks""","[""18-20""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Kane 1989.pdf,Kane 1989,Treatment length,all_different,high,"[18, 19, 20]","[""18"", ""19"", ""20""]",null,[],"""16-20 sessions""","[""16-20 sessions""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Leger 2003.pdf,Leger 2003,Treatment length,all_different,high,"""NR""","[""not reported""]",null,[],"""approximately 13 sessions""","[""13""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Mayer-Brien 2017.pdf,Mayer-Brien 2017,Treatment length,all_different,high,"[13, 19, 15]","[""13"", ""15"", ""19""]",null,[],"""10 weeks""","[""10""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Nelissen 1995.pdf,Nelissen 1995,Treatment length,all_different,high,"""NR""","[""not reported""]",null,[],"[""1 hour"", ""about 2 hours""]","[""1 hour"", ""about 2 hours""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
O'Reilly 2008 -examination-of-a-social-problem-solving-intervention-to-treat-selective-mutism.pdf,O'Reilly 2008,Treatment length,all_different,high,"[10, 9]","[""10"", ""9""]",null,[],"""5 weeks""","[""5""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Oar 2015 - One session treatment for specific phobias.pdf,Oar 2015,Treatment length,all_different,high,"[1, 5]","[""1"", ""5""]",null,[],"""3 hours""","[""3 hours""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Ollendick 1991.pdf,Ollendick 1991,Treatment length,all_different,high,"[18, 13]","[""13"", ""18""]",null,[],"[""6 weeks SCT for both, plus 8 weekly sessions SCT plus reinforcement for Lucy, 12 weekly sessions SCT plus reinforcement for Mary""]","[""6""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Ollendick 1995.pdf,Ollendick 1995,Treatment length,all_different,high,"[9, 8, 6]","[""6"", ""8"", ""9""]",null,[],"""6 to 9 weeks""","[""6-9""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Ollendick 2021 - Adaptation of one-session treatment for specific phobias for children with autism spectrum disorder using a non-concurrent multiple baseline design.pdf,Ollendick 2021,Treatment length,all_different,high,1,"[""1""]",null,[],"""5 weeks""","[""5""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Ortega 2012.pdf,Ortega 2012,Treatment length,all_different,high,"[12, 14]","[""12"", ""14""]",null,[],"""18 to 22 sessions""","[""18 to 22 sessions""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Pathak 2005.pdf,Pathak 2005,Treatment length,all_different,high,"[11, 16, 7, 9, 15, 6]","[""11"", ""15"", ""16"", ""6"", ""7"", ""9""]",null,[],"""6 to 23 weeks""","[""6-23""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Quero 2014 - Lastecnologasdelainformacinylacomunicacineneltratamientodelafobiaaanimalespequeosenlainfancia.pdf,Quero 2014,Treatment length,all_different,high,"""NR""","[""not reported""]",null,[],"""4 sesiones""","[""4 sesiones""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Reuland 2014.pdf,Reuland 2014,Treatment length,all_different,high,3.5,"[""3.5""]",null,[],"""8 sessions""","[""8""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Saigh 1987.pdf,Saigh 1987,Treatment length,all_different,high,"[4, 5]","[""4"", ""5""]",null,[],"""4 weeks""","[""4""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Salazar 2020 -  Acceptance and commitment therapy focused on repetitive negative thinking for child depression.pdf,Salazar 2020,Treatment length,all_different,high,2,"[""2""]",null,[],"""3 sessions""","[""3""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Santucci 2009.pdf,Santucci 2009,Treatment length,all_different,high,1,"[""1""]",null,[],7,"[""7""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Simons 2016.pdf,Simons 2016,Treatment length,all_different,high,"[11, 8]","[""11"", ""8""]",null,[],"""8 to 11 sessions""","[""8 to 11 sessions""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Suveg 2006.pdf,Suveg 2006,Treatment length,all_different,high,16,"[""16""]",null,[],"""Approximately several months""","[""approximately several months""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Taylor 2011.pdf,Taylor 2011,Treatment length,all_different,high,"[9, 8, 10]","[""10"", ""8"", ""9""]",null,[],"""10 sessions""","[""10""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Tolin 2009.pdf,Tolin 2009,Treatment length,all_different,high,"[8, 3]","[""3"", ""8""]",null,[],"""3 weeks (15 sessions) for 3 cases; 8 weeks for 1 case""","[""3""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Yorke 2013 - Equine-assisted therapy and its impact on cortisol levels of children and horses  a pilot study and meta-analysis.pdf,Yorke 2013,Treatment length,all_different,high,2,"[""2""]",null,[],"""12 days""","[""12 days""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
